Name,Category,Phone,Address,City,Zipcode,Website,AdditionalInfo
AA - Daybreak,Support Group,,14111 NE Wood,Woodinville,W,,"Every Monday, Wednesday & Friday @ 5:30 AM Non-smoking, open to the public, wheelchair accessibility with parking and restroom facilities for wheelchair users."
AA - Dawn Patrol,Support Group,,3800 SW Califor,Seattle,WA,,"Monday - Saturday @ 6:30 AM, Non-Smoking, Discussion, Wheelchair Accessible, Wheelchair Accessible Parking & Bathroom, Open"
AA - Creekside Women's,Support Group,,10322 NE 132nd St,Kirkland,WA,,Every Saturday @ 7:30 PM 90 minute meetings; closed to the public Women's group
AA - Creekside Thursdays,Support Group,,10322 NE 132nd St,Kirkland,WA,,Every Thursday @ 7:30 PM 90 minute meetings; closed to the public
AA - Creekside Men's,Support Group,,10322 NE 132nd St,Kirkland,WA,,"Every Saturday @ 7:30 PM 90 minute meetings, closed to the public Men's group"
AA - Covington Study Group,Support Group,,17310 SE 256th,Covington,9,http://www.district33aa.org,"Every Monday @ 7:00 PM Non-smoking, discussions, wheelchair accessible/parking/bathrooms, Big Book"
AA - Covington Round Table,Support Group,,17455 SE Wax,Covington,9,http://www.district33aa.org,"Every Sunday @ 7:00 PM 90 minute meetings; open to the public, Step Study, discussions"
AA - Courage to Change Group,Support Group,,1032 Edmonds,Renton,980,,"Every Tuesday @ 7:00 PM 90 minute meetings; non-smoking, discussions, wheelchair accessibility with restroom/parking for wheelchair users, open to the public, various topics."
AA - Bothell Monday Morning,Support Group,,10307 NE 183rd,Bothell,980,,"Every Monday @ 10:00 AM 90 minute meetings, discussions, wheelchair accessibility with parking and restrooms, 12 and 12, Steps and Traditions, non-smoking, Traditions"
AA - Counterbalance,Support Group,,8th West and W,Seattle,WA,,"Wednesday @ 8:00 PM, 1 hr, Non-Smoking, Discussion format, Wheelchair Accessible, Wheelchair Accessible Parking & Bathroom, Al-Anon Meeting At Same Time And Location, Stories, Closed"
AA - Doctor's Choice Group,Support Group,,275 Bronson,Renton,980,,"Every Thursday @ 7:30 PM 90 minute meetings; non-smoking, discussions, wheelchair accessibility with restroom/parking for wheelchair users, open to the public, various topics. Park behind clinic."
AA - Charter Denny Park,Support Group,,766 John St,Seattle,WA,,"All meetings are Non-Smoking, Discussion format, @ 6:30 AM, & 1 hour Monday -- Topic - Came To Believe, Closed Tuesday -- Topic - ABSI (As Bill Sees It), Open Wednesday -- Topic - Big Book, Closed Thursday -- Topic - Varied, Open Friday -- Topic - 12 and"
AA - Cascade Group,Support Group,,116th Pl SE,Renton,980,,"All meetings are 90 minutes long, have wheelchair accessibility, wheelchair accessible parking and restrooms, are non-smoking and closed to the public. All meetings feature discussions and various topics. Every Wednesday @ 7:30 PM Every Saturday @ 10:30"
AA - Carrying The MessageSeaview Methodist Churc,Alcoholics Anonymous,,4620 SW Graha,Seattle,WA,,"Every Saturday 7:00 PM, Non-Smoking, Wheelchair Accessible, Speaker, Open."
AA - Camelot Square GroupCamelot Square Rec Hall,Alcoholics Anonymous,,3001 S 288th,Federal Way,WA,,"Thursday @ 7:30 PM, 90 min., Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Parking, Closed"
AA - Burien Men's GroupLake Burien Presbyterian,Alcoholics Anonymous,,15003 14th Ave,Burien,WA 9816,,"Wednesday @ 7:00 PM, Men's, Closed"
AA - Burien Highline Friday NightLake Burien Presbyterian,Alcoholics Anonymous,,15003 14th Ave,Burien,WA 9816,,"Friday @ 7:30 PM, Closed"
AA - Burien Early BirdsLittle Pat's Café,Alcoholics Anonymous,,13611 Ambaum,Burien,WA 9816,,"Monday & Tuesday @ 7:00 AM, Restaurant/Food, Open"
AA - Burien Breakfast BunchLittle Pat's Café SW 136 and Am,Alcoholics Anonymous,,Burien,WA 9816,,,"Sunday @ 8:00 AM, OpenWe are at Seahurst Park (North Shelter), 2nd & 4th SUNDAY."
AA - Brown Bag GroupSunrise United Church,Alcoholics Anonymous,,150 S 356th ST,Federal Way,WA,,"Monday - Friday @ 12:00 PM, 1 hr., Non-Smoking, Open"
AA - Broadway GroupSt. Mark's Episcopal Chu,Alcoholics Anonymous,,1245-10th E,Seattle,WA 9810,,Every Monday 8:00 PM Closed To Public.
AA - Breakfast with BillDave's Diner,Alcoholics Anonymous,,2825 S 188th St.,SeaTac,WA 981,,"Sunday @ 8:30 AM, Open"
"AA - Four HoursemenFremont Baptist Ch, Mee",Alcoholics Anonymous,,716N 36th St,Seattle,WA,,Every Wednesday7:30 PM.90 min. Open to Public.
AA - Courage to ChangeQueen Anne Presbyterian,Alcoholics Anonymous,,414 W Howe,Seattle,WA,,"Friday @ 5:00 PM, 1 hr, Non-Smoking, Discussion format, Wheelchair Accessible, Varied topics, Closed"
AA - Eycel Russian Speaking Meetin,Alcoholics Anonymous,,33309 1st Way S,Federal Way,WA,,"Thursday @ 6:00 PM, Non-Smoking, Foreign Language, Other Specialty, Closed"
AA - Fish-n For Sobriety12 x 12 Fellowship,Alcoholics Anonymous,,23732 Bothell-E,Bothell,WA 980,,"Every Tuesday @ 10:00 AM Wheelchair accessible parking, open to the public At the County Village (in the back under the clock tower)"
AA - First Things FirstGroupMethodist Church,Alcoholics Anonymous,,3118 S 148th St,Tukwila,WA 98,,"Tuesday @ 5:30 PM, Non-Smoking, Closed"
AA - Fireside WomenCalvary Luthran Church,Alcoholics Anonymous,,23rd Ave & 70th,Seattle,WA,,"Every Thursday 6:30 Pm,Wheelchair Accessible. Wheelchair Accessible Parking. Wheelchair Accessible Bathroom. Open to Public."
AA - Federal Way WomenLutheran Church,Alcoholics Anonymous,,2501 SW 320th,Federal Way,WA,,"Monday @ 7:00 PM, Non-Smoking, Discussion Format, Women's, Open"
AA - Federal Way Wednesday Step StudyChurch of Good Shepard,Alcoholics Anonymous,,345 S 312th ST,Federal Way,WA,,"Wednesday @ 8:00 PM Non-Smoking, Closed"
AA - Federal Way Tuesday Step StudyCalvary Lutheran Church,Alcoholics Anonymous,,2415 S 320th St,Federal Way,WA,,"Tuesday @ 8:00 PM, 90 min., Non-Smoking, Al-Anon Meeting At Same Time And Location, Closed"
AA - Federal Way Tuesday Night Mens StagWayside Church,Alcoholics Anonymous,,2000 S W Dash,Federal Way,WA,,"Tuesday @ 7:00 PM, 90 min., Non-Smoking, Discussion Format, Wheelchair Accessible, Wheelchair Accessible Parking and Bathroom, Men's, Other Topic, Closed"
AA - Federal Way Thursday Night Mens StagSteel Lake Presbyterian C,Alcoholics Anonymous,,1829 S 308th ST,Federal Way,WA,,"Thursday @ 7:30 PM, 90 min., Wheelchair Accessible, Wheelchair Accessible Parking and Bathroom, Men's, Closed"
AA - Federal Way Sunday GroupLutheran Church,Alcoholics Anonymous,,Lutheran Church,Federal Way,WA,,"Sunday @ 7:00 PM, 90 min., Non-Smoking, Open"
AA - Federal Way Study GroupCalvary Lutheran Church,Alcoholics Anonymous,,2415 S 320th ST,Federal Way,WA,,"Tuesday @ 8:00 PM, 90 min., Non-Smoking, Al-Anon Meeting At Same Time And Location, Closed"
AA - Federal Way Stag StudyChurch of Christ,Alcoholics Anonymous,,30012 Military,Federal Way,WA,,"Monday @ 6:30 PM, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Parking and Bathroom, Men's, Step Study, Closed"
AA - Federal Way Mens Stag SaturdayChurch of Good Shepard,Alcoholics Anonymous,,345 S 312th ST,Federal Way,WA,,"Saturday @ 9:00 AM, 1 hr, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Parking and Bathroom, Open"
AA - Dignified OddballsFemont Baptist Church,Alcoholics Anonymous,,717 N 36th,Seattle,WA 9810,,"Every Saturday 6:00 PM . Non-Smoking,Closed To Public."
AA - Federal Way Big Book StudyLight of Christ Church,Alcoholics Anonymous,,2400 SW 344th,Federal Way,WA,,"Monday @ 7:30 PM, 1 hr., Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Parking, Closed"
AA - Do It TogetherLight of Christ Church,Alcoholics Anonymous,,2400 SW 344th,Federal Way,WA,,"Monday & Thursday @ 8:00 PM, 1 hr, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Parking, Closed"
AA - Evergreen South Breakfast GroupAuburn Eagles,Alcoholics Anonymous,,702 M St SE,Auburn,WA 980,,"Sunday @ 9:00 AM, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Parking, Open"
AA - Empire Way GroupVeitnamese Presby Ch,Alcoholics Anonymous,,6721 51st S & H,Seattle,WA,,Every Monday/Wednesday 8:00 PM Open To Public.
AA - EgoBusters12 x 12 Fellowship,Alcoholics Anonymous,,23732 Bothell-E,Bothell,WA 980,,"Every Thursday @ 9:00 PM Wheelchair accessible parking, men's group, closed to the public At the County Village (in the back under the clock tower)"
AA - Easy Does It Hall,Alcoholics Anonymous,,132 SW 152nd St,Burien,WA 9816,,"Friday @ 6:00 AM Everyday @ 12:00 PM, 3:00 PM, 5:00 PM, 9:00 PM, Open Sunday @ 7:00 PM, Big Book, Closed Monday - Wednesday & Friday - Saturday @ 7:00 PM, Open Thursday @ 7:00 PM, 12 and 12, Closed"
AA - East Hill LegacyFirst Christian Church,Alcoholics Anonymous,,11717 SE 240th,Kent,WA,http://www.district33aa.org,"Every Thursday @ 8:00 PM 90 minute meetings; discussions, non-smoking, wheelchair accessible (parking & restrooms included) various topics, open to the public"
AA - Easier Softer WayLuthran Church,Alcoholics Anonymous,,7002-23rd Ave,Seattle,WA,,"Every Saturday 11:00 AM, Wheelchair Accessible. Open to Public."
AA - Eagle Ridge Group,Alcoholics Anonymous,,1111 SE Carr Ro,Renton,980,,"Every Tuesday @ 6:30 PM, 90 minute meetings; non-smoking, discussions, wheelchair accessibility with restroom/parking access, various topics"
AA - Duck Island,Alcoholics Anonymous,,7109 Aurora Av,Seattle,9810,,"Every Monday 6:30 PM, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Parking, Wheelchair Accessible Bathroom, Open to public"
AA - Dry Dock Monday,Alcoholics Anonymous,,144 Rainer Ave,Renton,980,,"Every Monday @ 11:30 AM, 90 minute meetings; restaurant/food, Various topics @ Denny's"
AA - Sound Sobriety Group,Alcoholics Anonymous,,610 Rainier Ave,Renton,980,,"Every Saturday @ 7:30 PM, 90 minute meetings; Restaurant/food, non-smoking, wheelchair accessibility with parking and restrooms, open to the public, discussions and various topics, Optional; dinner 6:30 PM"
AA - DownTown Study Group,Alcoholics Anonymous,,811 5th Ave,Seattle,9810,,"Every Monday/Thursday 12:00 PM Closed To Public, Wednesday Open To Public 12:00 PM"
AA - Camino Real,Alcoholics Anonymous,,132 SW 152nd S,Burien,9816,,"Sunday @ 6:00 PM, Spanish, Open; Saturday @ 8:00 PM, Spanish, Open, Spanish Speaking Meeting"
AA - Bothell Group,Alcoholics Anonymous,,19540 104th NE,Bothell,980,,"Every Wednesday @ 7:30 PM, 90 minute meetings, Non-smoking, various topics, open to the public"
AA - Federal Way Friday Night,Alcoholics Anonymous,,2000 SW Dash P,Federal Way,W,,"Friday @ 8:00 PM, 90 min., Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Parking and Bathroom, Open"
AA - 9 to 5 23rd and Cherry Fellows,Alcoholics Anonymous,,2701 Cherry St,Seattle,9812,,Every Monday/Friday 1:00 PM 90 min
AA - Agape,Alcoholics Anonymous,,6512-12th Ave,Seattle,9811,,"Every Monday 12:00 PM, Non-Smoking, Open To Public; Every Tue, Wed, Thur, Fri, Non-Smoking, Al-Anon Meeting At Same Place And Time, Open To Public"
AA - After 5'ers,Alcoholics Anonymous,,2701 E Cherry S,Seattle,9812,,"Every Saturday/Tuesday 8:00 PM 90 min Open; Thursday 8:00 PM 90 min, Big Book/Literature, Open To Public"
AA - Admiral AA Seaview Methodist Church,Alcoholics Anonymous,,4620 SW Graha,Seattle,9813,,"Wednesday @ 6:30 PM, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Parking & Bathroom, Open"
AA - Acceptance At Noon Lake Sawyer Christian C,Alcoholics Anonymous,,31605 Lake Saw,Black Diamond,,www.district33aa.org,"Every Monday @ 12:00 PM, 1 hour meetings, Non-smoking, wheelchair accessible/parking/restrooms, various topics, discussions"
AA - Abigail's Ghost,Alcoholics Anonymous,,210 Dexter Ave,Seattle,9810,,"All meetings are Non-Smoking, Discussion format, Wheelchair Accessible, Wheelchair Accessible Parking, & Stories; Sunday @ 8:00 AM, 90 min., Open; Monday - Saturday @ 7:00 AM, Closed (Wednesday & Friday are English to Sign Language / Sign Language to English)"
AA - AA Women's Group,Alcoholics Anonymous,,12028 SW Ceme,Vashon,980,,"Thursday @ 7:30 PM, Non-Smoking, Women's, Open"
AA - AA McMeeting Group,Alcoholics Anonymous,,11425 Rainier S,Seattle,9817,,"Every Saturday @ 8:00 AM, 90 minute meetings; non-smoking, restaurant/food, wheelchair accessibility, wheelchair accessible parking and restrooms, open to the public, various topics, discussions, Temporary location"
AA - AA Lives 12 x 12 Fellowship,Alcoholics Anonymous,,23732 Bothell-E,Bothell,980,,"Every Friday @ 7:00 PM, Open to the public"
AA - A Way Out Convenant Church,Alcoholics Anonymous,,400 E Pike,Seattle,9812,,Every Saturday 7:30 PM Open To Public
AA - A Sunday's Reprieve 12 x 12 Fellowship,Alcoholics Anonymous,,23732 Bothell-E,Bothell,980,,"Every Sunday @ 7:00 PM, Discussions, various topics, wheelchair accessible parking, open to the public, At the County Village (in the back under the clock tower)"
AA - A New Start 12 x 12 Fellowship,Alcoholics Anonymous,,23732 Bothell-E,Bothell,980,,"Every Sunday @ 12:00 PM; Every Monday @ 10:00 AM, Wheelchair accessible parking, open to the public, At the County Village (in the back under the clock tower)"
AA - A New Purpose Group,Alcoholics Anonymous,,1024 Monroe N.,Renton,980,,"Every Monday @ 7:00 PM, 90 minute meetings, children welcome, non-smoking, discussions, various topics, open to the public, babysitting services, wheelchair accessible with restroom facilities and parking for wheelchair users"
AA - Breakaways Study Group,Alcoholics Anonymous,(253) 939-6541,1317 Harvey Ro,Auburn,980,www.southkingalano,"Monday @ 4:30 PM, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Bathroom and Parking, Closed; Wednesday @ 4:30 PM, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Bathroom and Parking, Step Study; Friday @ 4:30 PM, Non-smoking"
AA - A Better Way,Alcoholics Anonymous,,11215 NE 132nd Street,Kirkland,WA,,"Every Tuesday @ 12:00 PM, 90 minute meetings, women's group"
AA - ALKI Tuesday Nighters,Alcoholics Anonymous,,6115 SW Hinds,Seattle,WA,,"Every Tuesday 8:00 PM Non-smoking, Open"
AA - 86D Group,Alcoholics Anonymous,,309 Pontius Ave,Seattle,9810,,Every Tuesday 8:00 PM Open To Public
AA - 3-11,Alcoholics Anonymous,,4620 Graham S,Seattle,9813,,"Sunday @ 7:00 PM, Non-Smoking, Open"
AA - 12 x 12 Women's Meeting,Alcoholics Anonymous,,23732 Bothell-E,Bothell,980,,"Every Wednesday @ 7:00 PM, Women's group, closed to the public, At the County Village (in the back under the clock tower)"
AA - 12 x 12 Soulshiners,Alcoholics Anonymous,,23732 Bothell-E,Bothell,980,,"Every Sunday @ 9:00 PM, Wheelchair accessible parking, open to the public, At the County Village (in the back under the clock tower)"
AA - 12 X 12 Fellowship,Alcoholics Anonymous,,23732 Bothell-E,Bothell,980,,"All meetings have wheelchair accessible parking, Every Sunday @ 4:00 PM Discussions, various topics, Every Monday @ 12:00 PM Discussions, various topics, open to the public, Every Monday @ 5:30 PM Discussions, various topics, closed to the public, Every"
AA - 10 De Marzo Meeting,Alcoholics Anonymous,,916 S 2nd St,Renton,980,,"Every Sunday and Tuesday @ 8:00 PM, Non-smoking, Spanish, various topics, open to the public, 90 minute meetings"
AA - Kirkland Daytimers,Alcoholics Anonymous,,6400 108th Ave,Kirkland,98,,"Every Thursday @ 10:00 AM, 90 minute meetings, non-smoking, babysitting services"
A.A. WWA72 District 39,Alcoholics Anonymous,(425) 454-9192,19540 104th NE,Bothell,98011,,District (GSR) meetings held at: The Emmanuel Presbyterian Church 1st Tuesday of the month @ 7:00 PM
A.A. District 38: Kirkland,Alcoholics Anonymous,(425) 454-9192,P.O. Box 2203,Kirkland,98,http://eastsideintergroup.org,"Meetings for our district are within the City of Kirkland only, however, there are many more in nearby Eastside cities. Check our Eastside Intergroup website for the most complete & up-to-date meeting list."
A.A. District 33,Alcoholics Anonymous,,P. O. Box 11,Black Diamond,,www.district33aa.org,
A.A. District 32,Alcoholics Anonymous,,PO Box 4722,Federal Way,,www.district32aa.org,"Business meeting on 3rd Monday @ 7:00 PM at the Calvary Lutheran Church on 2415 S 320th ST. in Federal Way, WA."
A.A. District 31,Alcoholics Anonymous,,Highline Medical Center/ 12844 Military,Tukwila,WA 98,www.area72aa.org,
AA - A New Beginning,Alcoholics Anonymous,,15403 Ambaum Blvd. S,Burien,WA 9816,,"Everyday @ 12:00 PM & 7:00 PM, Open; Sunday meetings at various times and formats; Weekday meetings at 5:00 PM and 7:30 PM."
AA - Back To Basics,Alcoholics Anonymous,,23rd & Cherry Fellowship 2701 E Cherry S,Seattle,WA 981,,"Every Wednesday @ 8:00 PM for 90 minutes, Podium format."
AA - Bliss,Alcoholics Anonymous,,12 x 12 Fellowship,Bothell,WA 980,,"Every Friday @ 9:00 PM, Open to the public."
AA - Bill's Story,Alcoholics Anonymous,,Kirkland Congregational 106 5th Ave,Kirkland,WA 98,,"Every Monday @ 7:30 PM for 90 minutes; non-smoking, open to the public. Meets upstairs on the right side."
AA - Bill's Kitchen,Alcoholics Anonymous,,St. Paul's Church 6512-12th Ave,Seattle,WA 9811,,"Every Sunday @ 2:00 PM, Closed To Public."
AA - Big Book West,Alcoholics Anonymous,,Magbolia Presby Church 28th West,Seattle,WA,,"Tuesday @ 8:00 PM for 1 hour, Non-Smoking, Discussion format, Big Book, Closed."
AA - Better Odds Sober,Alcoholics Anonymous,,Franco's Crab Cracker 452 Central Ave,Kirkland,WA 98,,"Every Sunday @ 9:00 AM for 90 minutes, open to the public."
AA - Benson Hill Group,Alcoholics Anonymous,,King of Kings Lutheran 18207 108th Av,Renton,WA 980,,"All meetings are non-smoking, 90 minutes in length unless otherwise noted; wheelchair accessibility and facilities available. All meetings are closed to the public. Meets around the back of the building."
AA - Belltown Morning,Alcoholics Anonymous,,Café Minnie 101 Denny Way,Seattle,WA,,"Monday - Friday @ 7:00 AM for 1 hour, Discussion format, Stories, Open."
AA - Bellevue Breakfast,Alcoholics Anonymous,,Totem Lake Denny's 12106 NE 124th,Kirkland,WA,,"Every Sunday @ 8:00 AM for 90 minutes; non-smoking, open to the public."
AA - Bel-Kirk Breakfast,Alcoholics Anonymous,,Totem Lake Denny's 12106 NE 124th,Kirkland,WA,,Every Saturday @ 8:15 AM for 90 minutes; open to the public.
AA - Ballard Women,Alcoholics Anonymous,,"Ballard Hospital, 3rd Floor 5402Barnes NW",Seattle,WA 9810,,"Every Thursday 7:30 PM, Discussion, Wheelchair Accessible Parking, Women, Open To Public."
AA - Ballard Friday,Alcoholics Anonymous,,Ballard SwedishMed.Ctr 5409 Barnes N,Seattle,WA 981,,"Every Friday 7:00 PM, Wheelchair Accessible, Wheelchair Accessible Parking, Wheelchair Accessible Bathroom."
AA - Ballard Big Book,Alcoholics Anonymous,,St. Alphonsus Church (M 5816-15th Ave,Seattle,WA 9810,,"Every Monday for 90 minutes, Non-Smoking, Smoke/Friendship Break, Wheelchair Accessible, Wheelchair Accessible Parking, Big Book, Closed To Public."
AA - Agnostics & Others,Alcoholics Anonymous,,Saltwater Church 25701 14th Pl. S,Auburn,WA 981,,"Monday @ 6:30 PM, Open."
AA - Back to the 40'S,Alcoholics Anonymous,,Kent Lutheran Church 225 W Saar St,Kent,WA 98032,,"Every Wednesday 7:00 PM for 90 minutes, Non-Smoking, Discussion, Topic Varies, Open to the Public."
AA - Airport Earlybirds,Alcoholics Anonymous,,Dave's Diner 2825 S 188th St.,SeaTac,WA 981,,"Everyday @ 6:30 AM, Non-Smoking, Restaurant/Food, Closed."
AA - Auburn Stag Group,Alcoholics Anonymous,,Episcopal Church 123 L ST NE,Auburn,WA 980,,"Tuesday @ 7:30 PM, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Bathroom and Parking, Men's, Closed."
AA - Auburn Group,Alcoholics Anonymous,,1st Methodist Church Main & N Street,Auburn,WA,,"Monday @ 10:30 AM for 90 min., Non-Smoking, Closed; Wednesday @ 8:00 PM for 90 min., Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Bathroom and Parking, Al-Anon Meeting At Same Time And Location, Book/Literature Study, Varied Topics, Steps & Traditions."
AA - Auburn Alkies,Alcoholics Anonymous,,Holy Family Catholic Ch 505 - 17th SE,Auburn,WA,,"Sunday @ 7:30 PM for 90 min., Non-Smoking, Al-Anon Meeting At Same Time And Location, Big Book, Book/Literature Study, Varied Topics, Closed."
AA - As Bill Sees It West,Alcoholics Anonymous,,Guadalupe Church 35th and Myrtle,Seattle,WA,,"Every Saturday 7:00 PM, Non-Smoking, Speaker, Wheelchair Accessible, Open."
AA - Artists in AA,Alcoholics Anonymous,,Fremont Community Chu 717 N 36th St,Seattle,WA 9810,,"Every Thursday 8:00 PM for 60 min., Non-Smoking, Discussion, Open To Public."
AA - Arbor Heights Book Study,Alcoholics Anonymous,,Arbor Heights Alliance C 10215 41st Ave,Seattle,WA,,"Every Sunday 6:00 PM, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Parking, Wheelchair Accessible Bathroom, Closed to the public."
AA - Anonymity at Steel Lake,Alcoholics Anonymous,,Steel Lake Preseterian 1829 S 308th ST,Federal Way,WA,,"Wednesday @ 7:30 PM, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Bathroom, Anniversary/Birthday, Men's, Step's & Traditions, Closed."
AA - Angels in Disguise,Alcoholics Anonymous,(253) 939-6541,South King County Alan 1317 Harvey Rd,Auburn,WA 980,www.southkingalano,"Monday @ 7:00 PM, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Bathroom and Parking, Women's, Closed."
AA - Anchor Group,Alcoholics Anonymous,,Rose Hill Presbyterian C 12202 NE 90th,Kirkland,WA 98,,"Every Wednesday @ 7:30 PM for 1 hour, closed to the public, non-smoking. Meets in annex building closest to parking lot."
AA - All About Choices,Alcoholics Anonymous,,Auburn Business Park 1833 Auburn W,Auburn,WA 980,,"Saturday @ 5:00 PM for 1 hour, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Bathroom and Parking, Open."
AA - DRUNKS R US,Alcoholics Anonymous,,Lutheran Church 1215 Thomas at,Seattle,WA 9810,,"Every Monday 7:30 PM for 60 min, Open To Public."
AA - Ballard Our Redeemer Luthran C,Alcoholics Anonymous,(null),2400 NW 85th S,Seattle,9811,null,"Every Monday 8:00 PM Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Parking, Wheelchair Accessible Bathrooml, Closed To Public."
AA - Psychic Change,Alcoholics Anonymous,(253) 939-6541,1317 Harvey Rd,Auburn,980,www.southkingalano,"Everyday @ 5:30 PM, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Bathroom and Parking, Open"
AA - Donut Dunkers GROUP,Alcoholics Anonymous,(null),Imperial Lanes 2101 22nd South,Seattle,9814,null,Every Sunday 10:30 AM Open To Public.
AA - Rock Solid NW Resources,Alcoholics Anonymous,(null),22620 7th Ave S,Des Moines,WA,null,"Saturday @ 10:00 AM, Open"
AA - Freedom In Sobriety Denys Restraunt,Alcoholics Anonymous,(null),2132 S 320th,Federal Way,W,null,"Saturday @ 8:30 AM, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Parking and Bathroom, Open"
AA - Renton Tuesday Night GroupRenton Lutheran Church,Alcoholics Anonymous,(null),99 Wells Ave N,Renton,980,null,"All meetings are non-smoking, wheelchair accessible, with wheelchair parking and restroom facilities. All meetings are 1 hour in length. Every Tuesday @ 7:00 PM Discussions, literature study, closed to the public"
AA - Renton Southend Women's GroupRenton Lutheran Church,Alcoholics Anonymous,(null),2201 NE 4th St,Renton,980,null,"Every Tuesday @ 5:15 PM 90 minutes meetings; non-smoking, discussions, wheelchair accessibility (restroom/parking), closed to the public, various topics"
AA - Renton Highlands GroupRenton Methodist Church,Alcoholics Anonymous,(null),2201 NE 4th St,Renton,980,null,"All meetings are 90 minutes long, non-smoking, and offer wheelchair accessibility, wheelchair accessible parking and restrooms. Every Monday and Friday @ 7:30 PM Discussions, various topics, open to the public. Every Wednesday @ 7:00 PM Discussions, wo"
AA - Renton Group Renton Methodist Church,Alcoholics Anonymous,(null),2201 NE 4th St,Renton,980,null,"Every Sunday at 8:00 PM 90 minute meetings; Non-smoking, discussions, wheelchair accessible parking, restrooms and wheelchair accessibility, open to the public, podium, various topics. Every Thursday @ 9:00 PM 90 minute meetings; Non-smoking, discussions,"
AA - Renton Earlybirds Group,Alcoholics Anonymous,(253) 850-3133,South County Alano Club 1317 Harvey RD,Auburn,980,null,"Every Sunday 7:00 AM 60min, Non-Smoking, Discussion, Wheelchair Accessible,Parking,Rastrooms. Topic Vareid, Open to Public. Every Monday Through Saturday 6:30 AM 60min. Non-Smoking, Discussion, Wheelchair Accessible, Parking, Restrooms, Topic Varied, Open"
AA - Rendevous Lunch Gatewood,Alcoholics Anonymous,(null),107 Pine St,Seattle,WA,null,"Thursday @ 12:00 PM, 1 hr, Non-Smoking, Discussion format, Wheelchair Accessible, Wheelchair Accessible Bathroom, Varied topics"
AA - Redmond Recovery Bear Creek Church,Alcoholics Anonymous,(null),18931 NE 143rd,Woodinville,W,null,"Every Thursday @ 7:30 PM Non-smoking, wheelchair accessible w/parking & restrooms, open to the public"
AA - Recovery Won Totem Lake Denny's,Alcoholics Anonymous,(null),12106 NE 124th,Kirkland,WA,null,Every Wednesday @ 7:30 PM
"AA - Recovery Group Ballard Hosp., Conf. Rm.",Alcoholics Anonymous,(null),5409 Barnes N,Seattle,WA,null,Every Sunday 11:00 AM Open to Public.
AA - Night Shift 12 x 12 Fellowship,Alcoholics Anonymous,(null),23732 Bothell-E,Bothell,WA 980,null,Every Friday @ 12:00 AM Open to the public
AA - Queen Anne Gay St. Paul's Church,Alcoholics Anonymous,(null),1st Ave N and R,Seattle,WA,null,"Monday @ 8:00 PM, 1 hr, Non-Smoking, Discussion format, Sign Language to English Interpreter, Gay & Lesbian, Varied topics, Open"
AA - Saturday Big Book Step StudyNormandy Park Congreg,Alcoholics Anonymous,(null),19247 1st Ave. S,Normandy Park,null,null,"Saturday @ 12:00 PM, 90 min., Non-Smoking, Discussion, Baby Sitter, Big Book, Closed"
AA - Proud to be Deaf and SoberCommunity of Christ St,Alcoholics Anonymous,(null),515 S 312th; Ro,Federal Way,W,null,"Wednesday @ 7:00 PM, Non-Smoking, Wheelchair Accessible, Wheelchair Accessible Parking and Bathroom, Other Specialty, Open"
AA - Progress Not PerfectionUnited Methodist Ch of,Alcoholics Anonymous,(null),1606 5th Ave W,Seattle,WA,null,"Friday @ 7:30 PM, 1 hr, Non-Smoking, Discussion format, Varied topics, Open"
AA - Principles Before Personalities,Alcoholics Anonymous,(null),15003-14th SW,Burien,WA 9816,null,"Tuesday @ 7:00 PM, 1 hr, Non-Smoking, No Children, Discussion, Big Book, Traditions, Closed"
AA - Posse On Broadway Central Lutheran Church Or The Holy Tri,Alcoholics Anonymous,(null),Seattle,WA,null,null,"Every Wednesday 8:00 PM 90 MIN Non-Smoking, Discussion, Wheelchair Accessible Parking, Wheelchair Accessible Bathroom, Varied, Open To Public."
AA - Path to Serenity Inglewood Presbyterian C,Alcoholics Anonymous,(null),7718 NE 141st,Bothell,WA 980,null,"Every Thursday @ 7:00 PM 90 minute meetings; open to the public, non-smoking"
